Age,Gender,Income,Education,Marital_Status,Employment_Years,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,Property_Type,Monthly_Debt,Approved_Flag
49,Female,100702,Graduate,Single,5,83210,12,622,4,Own,1109,P3
49,Male,191106,Not Graduate,Married,8,151457,60,302,1,Own,174,P4
38,Female,57415,Graduate,Married,6,81624,48,723,0,Own,2123,P2
28,Male,122359,Graduate,Married,9,440518,48,782,2,Rent,3487,P3
21,Male,32494,Not Graduate,Single,27,298297,36,346,3,Own,3289,P4
36,Male,73032,Not Graduate,Married,14,491737,48,597,2,Rent,4752,P4
35,Female,123419,Not Graduate,Married,13,26578,12,558,4,None,1039,P3
29,Female,108115,Not Graduate,Married,24,354419,24,383,1,None,3941,P4
32,Female,189409,Not Graduate,Married,11,21331,36,452,0,Own,3869,P3
22,Female,130469,Graduate,Married,27,58976,48,771,4,Rent,4138,P2
48,Male,94065,Not Graduate,Married,23,218566,36,515,5,Rent,4512,P4
62,Female,96811,Not Graduate,Married,7,186565,36,595,3,Rent,1496,P4
52,Male,130087,Not Graduate,Single,19,185722,48,728,1,None,1548,P2
41,Female,162404,Graduate,Married,14,38598,12,546,2,Rent,2259,P3
39,Male,69775,Graduate,Married,10,274587,36,791,2,Rent,1749,P3
34,Female,125230,Not Graduate,Married,28,173643,24,575,2,Own,681,P3
27,Male,123450,Graduate,Married,12,496775,36,843,1,Rent,1647,P3
47,Female,21698,Graduate,Married,3,395818,12,381,2,Rent,1882,P4
46,Male,184299,Not Graduate,Married,12,220180,60,789,1,Rent,3792,P2
21,Male,122571,Graduate,Married,16,383903,60,362,2,Rent,42,P4
39,Female,63574,Graduate,Single,3,290149,60,748,2,Rent,3755,P4
33,Male,134049,Graduate,Married,23,250208,60,664,3,Rent,3894,P3
28,Male,142007,Graduate,Married,7,460026,48,608,4,None,664,P4
52,Male,184747,Not Graduate,Married,2,295792,24,785,1,Own,4766,P2
44,Male,26133,Graduate,Married,16,244174,12,653,0,Rent,3619,P4
49,Male,94470,Graduate,Married,4,285498,48,682,4,Rent,3504,P4
53,Female,52428,Graduate,Married,24,391655,60,715,1,Rent,3835,P4
65,Male,123404,Graduate,Married,2,372042,24,763,5,Rent,4052,P3
57,Male,110289,Graduate,Married,12,276583,60,427,3,Rent,2012,P4
48,Male,105500,Graduate,Single,1,92497,12,765,3,Rent,2567,P3
60,Female,196765,Graduate,Married,11,320418,24,624,2,Own,3052,P3
42,Female,115698,Graduate,Married,28,218167,48,317,4,None,958,P4
65,Male,93982,Graduate,Married,20,466589,36,806,3,Rent,305,P3
55,Male,32114,Graduate,Married,16,454674,48,724,5,Own,3604,P4
50,Male,72129,Graduate,Single,4,5348,24,791,0,Own,1248,P2
61,Female,181511,Graduate,Married,9,499553,48,725,1,Own,1496,P2
44,Female,101301,Graduate,Married,11,450966,24,490,1,Own,516,P4
53,Female,183875,Graduate,Single,17,454050,12,492,1,Own,2298,P3
33,Male,115873,Graduate,Married,6,251358,36,452,5,Own,2842,P4
64,Female,118651,Not Graduate,Married,30,138919,36,525,0,None,4504,P3
49,Male,97377,Graduate,Single,20,305348,36,319,0,Rent,2458,P4
56,Female,120180,Not Graduate,Single,9,442121,12,710,2,None,1865,P3
41,Female,32003,Not Graduate,Married,3,227779,36,714,1,Rent,3972,P4
60,Male,30360,Graduate,Single,18,492761,12,843,1,Rent,1447,P3
24,Female,105639,Graduate,Married,13,134154,60,603,3,None,55,P3
26,Female,127631,Graduate,Single,20,427255,12,844,3,Own,158,P2
43,Male,119156,Graduate,Married,18,37673,60,415,5,Rent,4223,P4
53,Male,97247,Graduate,Single,19,420523,12,561,2,None,3507,P4
57,Male,72924,Graduate,Married,25,472838,48,731,5,None,900,P4
40,Female,147628,Not Graduate,Married,16,352758,24,735,1,Rent,1076,P2
50,Male,128848,Graduate,Married,22,313819,12,726,1,None,4185,P2
45,Male,28482,Not Graduate,Single,11,208682,24,556,2,Rent,3197,P4
64,Female,101429,Not Graduate,Single,29,437368,12,340,0,Own,2410,P4
50,Male,147960,Graduate,Single,12,67677,48,777,0,Own,1833,P1
39,Male,161152,Not Graduate,Single,21,148950,60,510,2,Rent,1908,P3
64,Female,71641,Not Graduate,Married,30,69923,24,657,3,Own,3939,P3
25,Female,186495,Graduate,Single,10,142609,36,373,1,Own,987,P3
65,Female,137307,Graduate,Married,3,264048,12,816,1,Own,4450,P2
27,Male,98781,Graduate,Single,7,171213,36,441,0,None,1191,P3
33,Male,132883,Graduate,Single,7,213156,60,849,0,None,1178,P1
57,Male,176875,Graduate,Married,1,119364,36,694,5,None,1886,P2
54,Female,60831,Graduate,Married,16,179627,60,481,0,Rent,3962,P4
64,Male,47066,Graduate,Single,8,251496,48,503,4,None,25,P4
54,Male,99281,Not Graduate,Single,3,110831,12,839,4,Rent,764,P3
49,Female,35106,Graduate,Single,4,468440,12,627,1,Rent,1877,P4
36,Female,170414,Graduate,Married,8,449094,24,681,1,Rent,704,P3
21,Female,194680,Graduate,Married,11,438651,60,637,2,Own,1917,P2
26,Male,129007,Not Graduate,Single,30,5742,12,431,3,Rent,2142,P3
34,Female,196373,Not Graduate,Single,21,250075,12,372,0,Rent,3092,P3
22,Male,32372,Graduate,Married,22,398572,60,301,4,None,1622,P4
43,Female,133858,Not Graduate,Married,21,177637,12,523,2,Own,2691,P3
55,Male,99724,Graduate,Single,24,119633,24,676,2,Own,4936,P2
64,Female,69926,Not Graduate,Single,9,307786,48,466,5,Own,2309,P4
43,Male,76119,Not Graduate,Married,3,6232,12,422,0,Own,4020,P4
60,Female,118132,Graduate,Single,15,308068,12,514,5,None,1369,P4
65,Male,135496,Not Graduate,Single,0,228481,48,427,3,Rent,4452,P4
59,Female,49521,Not Graduate,Married,6,343463,12,539,2,Own,2843,P4
41,Male,130622,Not Graduate,Married,23,343013,48,604,0,Rent,680,P3
35,Male,186778,Graduate,Married,15,270122,36,450,0,Rent,4532,P3
65,Male,21871,Not Graduate,Single,21,293960,24,317,4,Own,3570,P4
31,Female,178105,Graduate,Married,15,18243,48,356,2,Own,1714,P3
39,Male,129385,Not Graduate,Single,16,490755,24,529,4,Own,3022,P4
24,Male,81599,Not Graduate,Married,9,42643,60,397,4,Rent,4737,P4
56,Female,152273,Graduate,Married,6,488446,36,740,2,None,496,P2
50,Male,131202,Graduate,Single,8,487019,48,390,1,Own,196,P4
24,Male,158372,Graduate,Single,24,360384,24,315,1,Rent,3969,P4
30,Female,34632,Graduate,Married,30,374387,60,641,3,Rent,1440,P4
45,Female,30615,Graduate,Married,2,19836,24,643,4,Own,4269,P4
45,Female,135563,Graduate,Married,16,474383,36,670,2,Rent,3855,P3
57,Female,74658,Not Graduate,Married,14,266537,60,387,3,Own,4571,P4
32,Male,62889,Graduate,Married,17,173065,60,675,3,Own,3796,P3
62,Male,95829,Graduate,Married,7,336562,48,775,0,Rent,4700,P3
41,Male,150539,Not Graduate,Married,0,269800,48,633,3,Own,3098,P3
58,Female,52359,Graduate,Single,6,183991,48,515,4,Rent,539,P4
31,Female,195176,Graduate,Single,5,164366,36,565,5,Rent,1045,P3
22,Male,95732,Not Graduate,Single,1,63487,48,747,2,Own,4411,P3
23,Female,47104,Not Graduate,Married,11,454923,36,378,1,None,1457,P4
37,Male,32803,Not Graduate,Married,21,334575,36,698,5,Own,4727,P4
63,Male,174308,Graduate,Married,29,147428,24,448,5,Rent,4370,P3
23,Female,40379,Graduate,Single,20,362960,24,783,4,Rent,3454,P4
37,Female,95413,Not Graduate,Married,5,348437,12,377,2,Rent,681,P4
25,Female,140365,Not Graduate,Single,11,74247,48,584,1,None,919,P3
62,Female,112357,Not Graduate,Married,9,91652,12,520,3,Own,3719,P4
51,Female,67263,Not Graduate,Single,6,119272,12,567,1,Own,2004,P3
55,Female,39427,Graduate,Married,30,57099,24,510,4,Rent,2008,P4
53,Male,148053,Graduate,Married,20,412358,12,320,2,Rent,450,P4
50,Male,108252,Not Graduate,Single,14,82039,48,772,1,Rent,2296,P2
55,Female,28659,Not Graduate,Married,13,406615,12,594,4,Rent,21,P4
21,Male,52615,Graduate,Married,9,267080,36,630,2,Own,708,P4
59,Male,121287,Not Graduate,Married,12,62821,48,587,0,Rent,4601,P3
54,Male,50309,Graduate,Single,19,423048,36,591,4,Rent,3773,P4
54,Male,90461,Not Graduate,Single,28,90882,36,634,1,Rent,4862,P3
38,Female,42414,Graduate,Married,15,499644,24,531,3,Own,4558,P4
57,Male,163455,Not Graduate,Single,5,11955,36,372,3,None,4597,P4
38,Male,133474,Graduate,Single,29,313228,48,316,0,Rent,2036,P4
23,Female,161112,Not Graduate,Married,9,160268,36,597,0,Own,1270,P2
61,Male,29441,Not Graduate,Married,2,269134,48,402,4,Own,3426,P4
31,Male,87601,Graduate,Married,16,420641,60,550,0,Rent,3106,P4
25,Male,68171,Not Graduate,Single,24,394507,24,633,1,None,2163,P4
48,Female,132089,Not Graduate,Married,7,144308,12,628,4,Rent,2498,P3
31,Male,167870,Not Graduate,Single,8,36553,36,392,1,None,1004,P4
59,Female,60959,Graduate,Married,8,145395,24,663,3,Own,2480,P3
40,Male,158552,Not Graduate,Single,25,405652,12,818,0,Own,4822,P2
21,Female,124473,Not Graduate,Married,29,260118,48,499,3,Rent,2142,P4
63,Male,168331,Not Graduate,Single,26,380398,48,365,4,Own,2587,P4
44,Female,34627,Graduate,Married,7,249882,48,577,1,Own,4706,P4
32,Male,198367,Not Graduate,Married,26,267123,48,639,1,Rent,4267,P2
51,Female,98229,Graduate,Married,9,37043,36,517,3,Own,3955,P3
44,Male,70415,Graduate,Single,26,16378,36,630,4,Own,26,P2
22,Male,52891,Graduate,Married,30,353174,24,721,3,Own,4235,P3
55,Male,197284,Graduate,Single,22,105087,48,618,4,Own,384,P1
39,Male,179009,Graduate,Married,29,183530,60,738,2,Own,173,P1
52,Male,43614,Graduate,Married,4,188008,60,380,0,Own,1765,P4
61,Female,100082,Not Graduate,Married,20,318407,36,461,5,None,2060,P4
48,Male,152037,Graduate,Married,1,470905,12,606,4,Rent,603,P4
51,Male,126339,Graduate,Married,20,380086,60,443,0,Rent,2990,P3
32,Female,54026,Not Graduate,Married,10,321052,36,847,1,Own,4604,P4
31,Male,84869,Not Graduate,Single,30,418270,48,673,2,Own,3294,P3
39,Male,86265,Not Graduate,Single,15,257496,24,526,0,None,4805,P4
59,Male,71973,Not Graduate,Married,23,76934,60,726,5,Rent,4475,P3
44,Male,192927,Not Graduate,Single,9,246771,60,841,1,None,4077,P2
36,Male,56525,Not Graduate,Single,2,489071,12,305,1,Own,835,P4
56,Male,147190,Not Graduate,Single,23,391088,36,606,1,Rent,3191,P3
59,Male,184137,Not Graduate,Married,6,178081,36,535,5,Rent,450,P3
61,Female,163067,Graduate,Single,22,165197,48,716,1,Own,3863,P2
34,Male,163904,Not Graduate,Married,14,459414,24,469,2,None,4466,P4
52,Female,48586,Not Graduate,Single,30,51789,12,479,4,Own,598,P4
47,Female,43987,Not Graduate,Married,10,466700,24,722,0,Rent,2533,P4
41,Male,160926,Not Graduate,Single,12,340137,36,790,0,Own,637,P2
38,Male,154411,Graduate,Single,22,404849,24,379,0,Rent,2696,P4
26,Female,153541,Graduate,Single,24,167863,36,638,1,Rent,2257,P2
33,Female,95335,Not Graduate,Married,3,326010,24,728,1,Rent,4450,P4
45,Male,114220,Not Graduate,Single,22,166168,48,390,5,None,1361,P4
60,Female,22771,Not Graduate,Married,15,13516,36,664,5,Own,3749,P4
59,Female,72385,Not Graduate,Single,30,230084,12,839,3,None,3288,P3
29,Male,115106,Not Graduate,Married,19,490039,48,764,5,Rent,3654,P3
51,Male,42630,Not Graduate,Single,23,125153,24,407,0,None,4806,P4
24,Female,43408,Graduate,Married,10,85227,24,845,3,Rent,930,P2
51,Male,28138,Not Graduate,Married,8,461243,48,496,2,Rent,67,P4
36,Female,57788,Graduate,Married,24,455545,24,562,0,Rent,3107,P4
41,Male,198718,Not Graduate,Married,0,424251,12,460,3,None,611,P4
53,Female,145288,Graduate,Married,17,488379,24,685,2,None,2250,P3
40,Male,190686,Not Graduate,Single,30,495589,24,369,4,Rent,2606,P4
57,Male,66285,Graduate,Single,30,459595,48,691,2,Rent,3055,P4
45,Male,127793,Graduate,Single,22,482452,48,330,2,Rent,60,P4
65,Male,180540,Not Graduate,Single,15,373573,12,765,1,Own,2878,P2
49,Female,83365,Not Graduate,Married,25,160655,48,479,2,Own,3894,P4
34,Male,138291,Graduate,Married,0,231874,48,585,0,Rent,131,P3
55,Female,144710,Not Graduate,Married,24,193396,12,425,3,Rent,1975,P4
39,Female,169811,Graduate,Married,5,257202,24,359,2,Rent,1719,P4
45,Male,194507,Graduate,Married,22,350638,48,312,1,Rent,1703,P4
27,Female,130734,Graduate,Single,10,124658,36,839,2,Own,2289,P1
26,Female,124856,Not Graduate,Single,23,12843,24,375,5,Own,707,P4
46,Female,176393,Not Graduate,Single,18,303350,48,331,4,Own,2501,P4
29,Male,143214,Not Graduate,Married,28,496975,48,583,5,Own,384,P3
65,Female,85103,Not Graduate,Single,24,431599,36,830,2,Rent,497,P3
59,Female,133425,Not Graduate,Married,28,10367,12,345,2,Rent,2684,P4
52,Female,118845,Not Graduate,Single,4,301373,48,440,0,None,4493,P4
54,Male,61176,Not Graduate,Married,11,268086,12,606,4,Own,3539,P4
47,Female,112860,Graduate,Married,13,215342,60,571,0,None,1671,P3
23,Male,132242,Graduate,Married,0,336007,12,380,5,Rent,1729,P4
38,Male,182683,Graduate,Married,0,216095,12,823,4,Own,2447,P2
43,Male,124485,Not Graduate,Married,1,457503,24,497,2,Rent,173,P4
62,Female,49684,Graduate,Married,23,454336,24,672,3,None,3319,P4
30,Female,197777,Graduate,Married,13,323848,24,552,5,Own,669,P3
43,Male,124051,Not Graduate,Single,23,231949,60,622,0,Rent,3596,P3
36,Female,71679,Not Graduate,Married,25,300500,24,798,4,Own,1869,P3
27,Male,155798,Graduate,Married,1,450525,60,479,5,Own,1890,P4
25,Male,89246,Graduate,Single,26,153678,12,748,3,Own,2200,P2
37,Female,86609,Graduate,Married,6,434980,48,461,3,Own,645,P4
24,Female,171099,Graduate,Single,12,297506,12,474,3,Rent,1198,P4
24,Female,176165,Not Graduate,Married,29,36451,24,318,0,Own,1036,P3
36,Female,114307,Not Graduate,Married,9,376102,12,491,5,Rent,4237,P4
30,Male,87143,Graduate,Married,29,105095,24,623,1,None,825,P2
45,Female,175390,Graduate,Married,15,260218,36,652,2,None,645,P2
21,Male,51195,Graduate,Single,0,475451,60,536,5,Own,1220,P4
34,Female,154496,Graduate,Single,25,390920,48,496,0,Own,2124,P3
41,Male,125129,Graduate,Married,1,351272,48,423,2,Rent,3018,P4
64,Male,173731,Not Graduate,Single,19,39458,36,798,3,Own,2117,P1
49,Male,95702,Graduate,Married,14,430255,24,511,1,Own,2679,P4
60,Female,169765,Not Graduate,Married,4,171012,24,468,4,Rent,2588,P4
36,Male,22734,Graduate,Single,15,29824,12,818,3,Rent,843,P3
41,Female,156488,Not Graduate,Single,11,480108,48,650,1,Own,36,P3
39,Female,32571,Graduate,Married,3,99439,48,767,1,Own,3408,P3
60,Male,135633,Graduate,Married,17,165105,36,514,1,None,4719,P3
64,Female,55150,Not Graduate,Married,1,75364,36,537,4,None,318,P4
64,Male,193425,Not Graduate,Married,16,312818,24,701,3,Rent,4591,P2
54,Male,158480,Graduate,Single,7,434593,60,839,4,Rent,4548,P3
43,Female,38831,Graduate,Married,25,262343,60,734,4,Rent,3943,P4
45,Male,180568,Not Graduate,Single,29,435318,36,554,4,Own,2831,P3
65,Male,65349,Not Graduate,Married,28,468629,48,629,5,None,1700,P4
33,Male,118215,Not Graduate,Married,29,436912,24,492,3,Own,2952,P4
36,Female,35349,Graduate,Married,3,85572,12,551,2,Rent,56,P4
61,Male,39001,Graduate,Married,15,106974,24,513,4,Own,1429,P4
38,Male,63436,Graduate,Married,6,153197,60,354,5,Rent,1969,P4
31,Female,116195,Graduate,Single,2,320885,36,781,1,Rent,2558,P3
46,Male,117721,Not Graduate,Single,12,431877,60,375,2,Rent,1363,P4
35,Female,174009,Not Graduate,Single,13,159867,24,447,5,Rent,2131,P4
61,Male,49725,Graduate,Married,9,334770,36,439,3,Rent,3626,P4
61,Female,154906,Not Graduate,Single,3,97702,12,422,0,Rent,4754,P4
34,Female,21058,Not Graduate,Single,12,273809,48,574,2,Rent,4113,P4
44,Male,72397,Not Graduate,Single,4,390969,24,829,1,Rent,381,P3
65,Male,51502,Graduate,Married,1,200476,12,480,2,Rent,2947,P4
54,Female,42300,Graduate,Married,13,85769,24,704,5,Rent,2294,P3
30,Female,125215,Graduate,Single,2,208601,48,703,5,Own,2611,P3
47,Male,182123,Graduate,Married,29,382248,60,720,5,Rent,3958,P2
48,Female,140056,Graduate,Married,25,467787,60,642,4,Own,1634,P3
50,Male,173736,Graduate,Married,28,309995,24,707,3,Rent,2723,P2
22,Female,126460,Graduate,Married,3,337183,36,719,3,Own,4436,P3
34,Female,29668,Graduate,Married,14,212594,36,676,2,None,2826,P4
59,Female,82278,Not Graduate,Single,25,464904,48,607,0,Own,2776,P4
31,Female,168262,Not Graduate,Single,17,435615,48,350,0,Rent,4556,P4
34,Male,27957,Graduate,Married,9,486233,12,579,3,Own,145,P4
35,Female,37498,Not Graduate,Married,25,432379,12,715,3,None,1878,P4
28,Female,170085,Graduate,Single,9,275769,36,488,1,Own,2463,P3
27,Female,31391,Graduate,Married,30,480410,36,437,0,Rent,10,P4
36,Female,192700,Not Graduate,Married,3,306895,60,627,0,Own,2373,P3
60,Female,156548,Graduate,Married,21,302787,60,372,1,Rent,4629,P4
21,Female,139721,Graduate,Married,0,329901,12,696,5,Own,3941,P3
33,Female,116536,Graduate,Single,28,97018,36,841,2,Rent,165,P1
23,Female,36081,Graduate,Married,11,420389,36,566,5,Own,4383,P4
46,Male,94619,Not Graduate,Single,0,184573,36,315,5,Own,3987,P4
32,Male,165397,Graduate,Married,25,331241,12,449,5,Own,4387,P3
56,Male,182696,Graduate,Single,29,422900,60,317,5,Rent,698,P4
47,Male,100457,Graduate,Single,28,61750,12,553,1,Own,4485,P2
56,Male,171075,Graduate,Married,15,153917,60,470,5,None,103,P4
49,Male,159787,Graduate,Married,1,471503,60,726,5,Rent,174,P3
40,Male,30372,Not Graduate,Married,7,183743,60,765,4,Rent,1773,P4
59,Female,131632,Not Graduate,Single,0,332163,12,539,1,Own,4078,P4
42,Male,130896,Graduate,Single,1,283005,36,838,1,Own,4321,P2
63,Female,117718,Not Graduate,Married,4,435609,12,547,3,None,3167,P4
65,Male,159008,Graduate,Married,17,257606,48,365,0,Rent,184,P3
47,Male,180110,Graduate,Single,23,215245,60,800,4,Rent,4370,P2
51,Female,119088,Graduate,Single,18,13134,36,517,2,Rent,1313,P3
32,Female,77670,Graduate,Married,6,239985,12,787,0,Own,3724,P2
57,Female,196941,Not Graduate,Married,18,294636,24,704,1,None,1395,P2
51,Female,193454,Not Graduate,Married,7,345984,12,817,2,Rent,2829,P2
61,Female,143489,Graduate,Single,14,391189,36,655,3,None,474,P3
33,Female,135315,Graduate,Married,27,389320,24,626,3,Rent,4989,P3
56,Male,38745,Not Graduate,Single,4,232330,60,428,2,Own,462,P4
42,Female,92291,Graduate,Married,27,43837,24,453,3,Rent,4780,P3
29,Female,55693,Graduate,Married,8,130894,24,481,5,None,4541,P4
28,Male,112681,Not Graduate,Married,20,206635,24,470,2,Own,751,P3
46,Male,168725,Not Graduate,Single,8,489594,60,627,2,Rent,3477,P4
35,Female,60415,Not Graduate,Married,5,386079,24,779,0,Rent,1720,P4
25,Male,199417,Graduate,Single,13,447801,60,319,2,Own,1555,P4
40,Female,43315,Graduate,Married,11,496157,48,640,1,Own,1637,P3
50,Male,37701,Graduate,Single,15,70926,24,717,4,Rent,1191,P3
35,Male,195405,Not Graduate,Single,7,10763,36,544,0,None,4807,P3
63,Male,38059,Graduate,Single,30,289121,12,451,3,Rent,214,P4
56,Female,152333,Graduate,Married,20,136080,60,538,4,None,1771,P3
44,Male,157410,Graduate,Single,26,435071,60,756,1,Own,1794,P1
63,Female,79419,Not Graduate,Married,24,235100,24,803,0,Own,2094,P3
40,Female,31583,Not Graduate,Married,22,9625,12,676,4,Own,1505,P3
27,Male,75527,Not Graduate,Single,4,115356,36,567,3,Rent,3319,P4
22,Female,32340,Graduate,Single,18,174062,48,655,3,Rent,4586,P4
63,Male,141003,Not Graduate,Married,27,18326,48,673,5,Own,3334,P3
64,Female,179987,Graduate,Single,2,162104,12,722,0,Rent,1102,P2
54,Male,199476,Graduate,Married,14,272074,12,379,1,Rent,4985,P4
25,Male,164081,Graduate,Single,5,447159,24,341,2,Rent,2026,P4
34,Female,159434,Graduate,Single,24,326452,48,490,3,Rent,1550,P3
22,Female,178682,Graduate,Single,28,51160,24,443,5,Rent,3410,P3
23,Female,158578,Not Graduate,Single,1,210951,60,638,3,None,4874,P3
32,Female,137093,Graduate,Single,24,385507,24,587,1,Rent,1606,P3
46,Male,199326,Graduate,Single,11,188090,60,806,5,None,1003,P2
23,Male,78056,Not Graduate,Married,29,283749,60,728,2,None,3909,P3
65,Male,94297,Not Graduate,Married,0,492878,48,381,5,None,2386,P4
41,Female,183137,Graduate,Single,5,73213,12,767,1,Own,3632,P1
32,Male,75984,Not Graduate,Married,22,241377,12,724,4,Rent,2270,P3
44,Male,73770,Graduate,Single,24,306779,12,510,3,Own,177,P4
56,Male,47375,Graduate,Married,2,400045,48,331,3,Own,1808,P4
35,Male,69592,Not Graduate,Single,4,419237,48,737,5,Rent,4280,P4
23,Male,126856,Not Graduate,Married,10,147151,60,406,0,Own,4681,P4
23,Male,179552,Graduate,Single,1,236111,60,421,1,Rent,1819,P4
59,Male,44527,Graduate,Single,24,415944,24,559,1,None,3466,P4
26,Female,142548,Graduate,Married,20,420267,24,345,4,Own,479,P4
49,Male,157941,Graduate,Single,23,412732,48,520,5,None,1086,P3
38,Male,181221,Not Graduate,Married,14,335465,48,435,5,Rent,3492,P4
55,Female,155009,Graduate,Single,19,137512,24,329,1,None,207,P3
23,Male,48062,Not Graduate,Single,17,187293,12,797,1,Own,3736,P3
61,Male,108004,Graduate,Married,21,329648,12,443,2,None,4816,P4
52,Male,191414,Not Graduate,Married,13,130915,60,599,4,Own,355,P2
41,Male,183515,Graduate,Married,20,342598,24,750,4,None,2911,P2
30,Female,130294,Graduate,Married,20,259930,48,565,5,Own,1769,P3
64,Male,193375,Graduate,Single,19,224095,60,461,4,Own,3216,P3
34,Male,140246,Graduate,Married,27,180934,60,709,5,Own,4478,P2
43,Male,31680,Not Graduate,Single,10,388021,36,681,1,Rent,403,P4
38,Male,184531,Not Graduate,Single,27,235416,48,305,3,None,3347,P4
31,Female,50266,Not Graduate,Single,0,156908,12,751,3,Rent,914,P4
39,Male,88535,Graduate,Married,15,195047,60,365,0,Rent,2670,P4
27,Female,62858,Not Graduate,Married,13,244715,60,706,5,Own,2211,P4
21,Female,149524,Not Graduate,Single,26,310693,24,354,0,None,2521,P4
34,Female,25397,Not Graduate,Single,1,495126,24,336,5,Rent,3829,P4
26,Female,135261,Not Graduate,Single,6,173531,48,367,1,None,3042,P4
39,Female,175589,Not Graduate,Married,14,93444,36,708,1,Rent,1732,P3
59,Female,161796,Graduate,Married,25,489083,48,549,3,Own,3265,P3
28,Female,75258,Not Graduate,Single,14,78152,12,631,2,Own,2986,P3
21,Male,181450,Graduate,Single,19,452381,24,454,2,Rent,344,P3
